1;1;1;2;38;0
2;1;0;1;34;0
3;1;0;1;48;0
4;1;0;2;47;0
5;1;1;2;3;0
6;1;0;1;37;0
7;1;1;2;49;0
8;1;0;2;27;0
9;1;0;1;53;0
10;1;1;2;26;0
11;1;0;1;37;0
12;1;0;1;19;0
13;1;1;2;10;0
14;1;1;2;24;0
15;1;0;2;16;0
16;1;0;1;31;0
17;1;0;1;9;0
18;1;0;2;55;0
19;1;1;2;13;0
20;1;1;2;52;0
21;1;1;2;1;0
22;1;0;1;31;0
23;1;1;2;6;0
24;1;1;2;18;0
25;1;0;1;39;0
26;1;0;2;44;0
27;1;0;2;39;0
28;1;1;2;22;0
29;1;0;2;13;0
30;1;0;1;12;0
31;1;1;2;6;0
32;1;0;1;19;0
33;1;0;2;30;0
34;1;1;2;47;0
35;1;1;2;20;0
36;1;1;2;57;0
37;1;0;2;38;0
38;1;0;2;14;0
39;1;0;1;5;0
40;1;0;2;4;0
41;1;0;1;22;0
42;1;0;1;35;0
43;1;1;2;49;0
44;1;1;2;55;0
45;1;0;2;11;0
46;1;0;2;52;0
47;1;1;2;58;0
48;1;0;2;21;0
49;1;0;2;20;0
50;1;0;2;17;0
51;1;1;2;4;0
52;1;0;2;20;0
53;1;0;1;21;0
54;1;0;1;44;0
55;1;0;2;25;0
56;1;0;2;15;0
57;1;0;1;11;0
58;1;0;1;48;0
59;1;0;1;41;0
60;1;0;2;48;0
61;1;0;2;56;0
62;1;0;1;51;0
63;1;1;2;7;0
64;1;0;1;12;0
65;1;0;1;39;0
66;1;0;1;24;0
67;1;1;2;50;0
68;1;0;2;32;0
69;1;1;2;25;0
70;1;1;2;45;0
71;1;1;2;26;0
72;1;0;2;58;0
73;1;1;2;49;0
74;1;0;1;43;0
75;1;0;1;17;0
76;1;1;2;60;0
77;1;0;1;42;0
78;1;0;1;24;0
79;1;0;2;20;0
80;1;0;2;35;0
81;1;0;2;7;0
82;1;1;2;30;0
83;1;0;2;10;0
84;1;0;2;9;0
85;1;0;2;26;0
86;1;0;2;19;0
87;1;0;2;42;0
88;1;0;2;32;0
89;1;1;2;34;0
90;1;0;1;45;0
91;1;0;1;3;0
92;1;0;1;42;0
93;1;0;1;34;0
94;1;1;2;7;0
95;1;0;1;27;0
96;1;1;2;35;0
97;1;1;2;19;0
98;1;0;1;7;0
99;1;0;1;31;0
100;1;1;2;47;0
101;1;1;2;24;0
102;1;0;1;18;0
103;1;0;1;41;0
104;1;0;2;20;0
105;1;1;2;44;0
106;1;0;2;54;0
107;1;0;2;28;0
108;1;0;1;59;0
109;1;1;2;54;0
110;1;0;2;53;0
111;1;0;2;23;0
112;1;0;2;39;0
113;1;0;2;32;0
114;1;1;2;33;0
115;1;0;1;16;0
116;1;1;2;45;0
117;1;0;2;21;0
118;1;1;2;50;0
119;1;1;2;12;0
120;1;0;1;38;0
121;1;1;2;27;0
122;1;0;1;35;0
123;1;0;1;45;0
124;1;0;2;14;0
125;1;1;2;48;0
126;1;0;1;57;0
127;1;1;2;7;0
128;1;0;2;25;0
129;1;0;1;4;0
130;1;1;2;58;0
131;1;0;1;12;0
132;1;0;1;15;0
133;1;1;2;15;0
134;1;1;2;43;0
135;1;0;2;31;0
136;1;0;1;18;0
137;1;0;1;52;0
138;1;0;2;25;0
139;1;1;2;28;0
140;1;1;2;39;0
141;1;1;2;8;0
142;1;0;1;44;0
143;1;1;2;22;0
144;1;1;2;47;0
145;1;0;1;50;0
146;1;0;2;55;0
147;1;0;2;8;0
148;1;1;2;32;0
149;1;0;2;53;0
150;1;0;1;35;0
151;1;1;2;56;0
152;1;0;1;28;0
153;1;0;2;6;0
154;1;1;2;2;0
155;1;1;2;20;0
156;1;1;2;56;0
157;1;0;2;14;0
158;1;0;2;8;0
159;1;0;1;60;0
160;1;0;2;34;0
161;1;0;1;56;0
162;1;0;1;19;0
163;1;1;2;48;0
164;1;1;2;10;0
165;1;0;2;46;0
166;1;0;2;42;0
167;1;1;2;26;0
168;1;0;2;24;0
169;1;0;2;45;0
170;1;0;2;18;0
171;1;1;2;13;0
172;1;0;2;16;0
173;1;0;1;18;0
174;1;0;1;58;0
175;1;0;2;3;0
176;1;0;2;45;0
177;1;0;1;16;0
178;1;0;1;42;0
179;1;0;1;27;0
180;1;0;2;47;0
181;1;0;2;58;0
182;1;0;1;23;0
183;1;1;2;42;0
184;1;0;1;24;0
185;1;0;1;5;0
186;1;0;1;35;0
187;1;1;2;16;0
188;1;0;2;41;0
189;1;1;2;38;0
190;1;1;2;30;0
191;1;1;2;23;0
192;1;0;2;52;0
193;1;1;2;20;0
194;1;0;1;58;0
195;1;0;1;23;0
196;1;1;2;38;0
197;1;0;1;36;0
198;1;0;1;40;0
199;1;0;2;49;0
200;1;0;2;49;0
201;1;0;2;39;0
202;1;1;2;44;0
203;1;0;2;27;0
204;1;0;2;13;0
205;1;0;2;50;0
206;1;0;2;29;0
207;1;0;2;40;0
208;1;0;2;46;0
209;1;1;2;35;0
210;1;0;1;24;0
211;1;0;1;35;0
212;1;0;1;5;0
213;1;0;1;27;0
214;1;1;2;12;0
215;1;0;1;15;0
216;1;1;2;4;0
217;1;1;2;16;0
218;1;0;1;11;0
219;1;0;1;42;0
220;1;1;2;58;0
221;1;1;2;5;0
222;1;0;1;33;0
223;1;0;1;10;0
224;1;0;2;8;0
225;1;1;2;44;0
226;1;0;2;28;0
227;1;0;2;45;0
228;1;0;1;16;0
229;1;1;2;58;0
230;1;0;2;7;0
231;1;0;2;48;0
232;1;0;2;15;0
233;1;0;2;43;0
234;1;1;2;42;0
235;1;0;1;60;0
236;1;1;2;16;0
237;1;0;2;58;0
238;1;1;2;28;0
239;1;1;2;24;0
240;1;0;1;54;0
