trial file: ;stimulus_acc_12_same.csv


trial;Game;Start_Time;Time_ind_choice;Time_final_choice;x_ind;y_ind;x_final;y_final;target_degrees;social_degrees;

2;14;0.701494675925926;0.701554722222222;0.701494675925926;337;861;0;0;147;133.50716355715;1;130.9;0;16.1;0;
3;14;0.701668645833333;0.70172525462963;0.701668645833333;656;50;0;0;261;273.963588305587;1;270;0;25.1;0;
4;14;0.70184244212963;0.701908275462963;0.70184244212963;975;194;0;0;318;305.07173352319;1;316.5;0;26.6;0;
5;14;0.702016238425926;0.702072662037037;0.702016238425926;861;918;0;0;54;50.0859081296236;1;61.5;0;34.1;0;
6;14;0.702190208333333;0.702263263888889;0.702190208333333;269;787;0;0;174;171.43993903235;1;143.5;0;64.6;0;
7;14;0.70236400462963;0.702427835648148;0.70236400462963;297;821;0;0;237;215.374168772105;1;138;0;163.6;0;
8;14;0.702537974537037;0.702609224537037;0.702537974537037;925;148;0;0;315;314.315550441543;1;308;0;170.6;0;
9;14;0.702711944444444;0.702782291666667;0.702711944444444;946;858;0;0;42;50.2702079784399;1;48.5;0;177.1;0;
10;14;0.702885740740741;0.702973090277778;0.702885740740741;387;899;0;0;111;121.177923028413;1;123.1;0;189.2;0;
11;14;0.703059525462963;0.703123553240741;0.703059525462963;304;195;0;0;225;224.610217222269;1;223.3;0;190.9;0;
12;14;0.703233321759259;0.703290462962963;0.703233321759259;775;70;0;0;285;289.557127933969;1;286.9;0;192.8;0;
13;14;0.703407118055556;0.703472395833333;0.703407118055556;804;944;0;0;81;68.7684864424965;1;69.2;0;204.6;0;
14;14;0.703580902777778;0.703651076388889;0.703580902777778;275;795;0;0;165;142.883599069134;1;142.2;0;227.4;0;
15;14;0.703754699074074;0.703832638888889;0.703754699074074;179;488;0;0;201;171.986463325158;1;183;0;245.4;0;
16;14;0.703928483796296;0.704004259259259;0.703928483796296;738;61;0;0;294;299.683702552581;1;282.5;0;256.9;0;
17;14;0.704102280092593;0.704174618055556;0.704102280092593;881;906;0;0;75;79.404249328041;1;58.5;0;273.4;0;
18;14;0.704276076388889;0.704347685185185;0.704276076388889;595;972;0;0;105;94.3037965843154;1;95.3;0;283.1;0;
19;14;0.704449861111111;0.704513518518519;0.704449861111111;180;472;0;0;210;242.804088176619;1;185;0;308.1;0;
20;14;0.704623842592593;0.704702141203704;0.704623842592593;1100;472;0;0;342;339.360339977358;1;355;0;321.1;0;
21;14;0.704797627314815;0.704865983796296;0.704797627314815;952;852;0;0;45;70.8769632081289;1;47.4;0;323.5;0;
22;14;0.704971423611111;0.705057141203704;0.704971423611111;253;764;0;0;171;179.428115057603;1;146.9;0;347.6;0;
23;14;0.705145208333333;0.705214652777778;0.705145208333333;208;347;0;0;216;210.825453194488;1;200.9;0;362.7;0;
24;14;0.705319363425926;0.70538681712963;0.705319363425926;919;144;0;0;309;309.365237944252;1;307.2;0;364.5;0;
25;14;0.705493159722222;0.705570196759259;0.705493159722222;874;911;0;0;66;52.4947107568397;1;59.7;0;370.8;0;
26;14;0.70566712962963;0.705740914351852;0.70566712962963;496;951;0;0;123;125.315472655429;1;108.2;0;385.6;0;
27;14;0.705840925925926;0.705908020833333;0.705840925925926;412;110;0;0;240;238.880549253704;1;240.5;0;386.1;0;
28;14;0.706014895833333;0.706076921296296;0.706014895833333;714;56;0;0;288;276.498614164112;1;279.2;0;394.9;0;
29;14;0.70618869212963;0.706259398148148;0.70618869212963;1075;669;0;0;6;30.4115461677457;1;19.9;0;408.8;0;
30;14;0.706362476851852;0.706440972222222;0.706362476851852;472;942;0;0;126;132.42211097912;1;111.5;0;423.3;0;
31;14;0.706536273148148;0.706594861111111;0.706536273148148;179;536;0;0;186;183.16678355842;1;177;0;432.3;0;
32;14;0.706710243055556;0.706782581018519;0.706710243055556;1093;424;0;0;339;322.397451898609;1;349;0;442.3;0;
33;14;0.706884039351852;0.706960891203704;0.706884039351852;955;850;0;0;51;60.0494104925661;1;47;0;446.3;0;
34;14;0.707057824074074;0.707130162037037;0.707057824074074;362;881;0;0;138;125.088852189079;1;127;0;457.3;0;
35;14;0.70723162037037;0.707302152777778;0.70723162037037;212;339;0;0;222;211.407997383301;1;202;0;477.3;0;
36;14;0.707405590277778;0.707485891203704;0.707405590277778;1017;245;0;0;330;338.474548765623;1;324.7;0;482.6;0;
37;14;0.707579571759259;0.707642685185185;0.707579571759259;1096;589;0;0;3;7.36311168615322;1;9.6;0;489.2;0;
38;14;0.707753356481481;0.707824791666667;0.707753356481481;638;974;0;0;96;88.0126462776834;1;90;0;495.2;0;
39;14;0.707927326388889;0.708008530092593;0.707927326388889;626;50;0;0;258;263.398519860876;1;270;0;507.2;0;
40;14;0.70810130787037;0.708177615740741;0.70810130787037;1060;319;0;0;333;339.430292009622;1;335.3;0;509.5;0;
41;14;0.708275277777778;0.708355034722222;0.708275277777778;1088;625;0;0;24;33.8581209226217;1;14.2;0;519.3;0;
42;14;0.708449074074074;0.70851869212963;0.708449074074074;300;824;0;0;153;124.610619589048;1;137.5;0;534.8;0;
43;14;0.708622858796296;0.7087040625;0.708622858796296;627;50;0;0;270;262.441175666385;1;270;0;534.8;0;
44;14;0.708796655092593;0.708872430555556;0.708796655092593;1070;342;0;0;336;345.324420159103;1;338.4;0;537.2;0;
45;14;0.708970439814815;0.709025243055556;0.708970439814815;1027;764;0;0;12;7.85984402488854;1;33.1;0;558.3;0;
46;14;0.709144236111111;0.709222175925926;0.709144236111111;264;781;0;0;177;168.768633515295;1;144.4;0;590.9;0;
